No.	Transcript ID	index	score	start	end	length
19330	L1FLnI_5p13.1x::chr5:41604230-41613041(-)	coding	0.6235549105223592	5369	5704	8811
19331	L1FLnI_5p13.1y::chr5:42023915-42033422(-)	noncoding	-0.3466087313509312	8786	9127	9507
19332	L1FLnI_5p13.1z::chr5:42074795-42084807(+)	coding	0.7388812674662382	6616	8556	10012
19333	L1FLnI_5p13.1aa::chr5:42211373-42219958(-)	noncoding	-0.3460694859045259	6220	6393	8585
19334	L1FLnI_5p13.1ba::chr5:42253741-42263889(-)	coding	0.6809364779062956	6408	7307	10148
19335	L1FLnI_5p13.1ca::chr5:42411813-42422055(-)	coding	0.645351588789036	7465	8355	10242
19336	L1FLnI_5p13.1da::chr5:42476386-42486530(-)	coding	0.6921176158535585	6702	8144	10144
19337	L1FLnI_5p12a::chr5:42534030-42543055(-)	noncoding	-0.34004091575525974	6077	6439	9025
19338	L1FLnI_5p12b::chr5:42656133-42666259(+)	coding	0.6820242085399781	4500	4904	10126
19339	L1FLnI_5p12c::chr5:42731216-42741247(+)	coding	0.7229707555084746	4395	5423	10031
19340	L1FLnI_5p12d::chr5:42783100-42791797(-)	noncoding	-0.34432404513716897	6074	6220	8697
19341	L1FLnI_5p12e::chr5:42859579-42869459(+)	coding	0.6841701885735676	5989	6330	9880
19342	L1FLnI_5p12f::chr5:42928182-42938366(+)	coding	0.6951703476680366	7652	8866	10184
19343	L1FLnI_5p12g::chr5:43260115-43270248(-)	noncoding	-0.3208311065505727	4524	4898	10133
19344	L1FLnI_5p12h::chr5:43322399-43332510(-)	coding	0.6449274313322746	6331	6960	10111
19345	L1FLnI_5p12i::chr5:43399050-43409147(+)	coding	0.6866674781191453	6477	7271	10097
19346	L1FLnI_5p12j::chr5:43438336-43446891(-)	coding	0.6093043823161401	5514	6191	8555
19347	L1FLnI_5p12k::chr5:43666777-43676922(-)	coding	0.728592670032516	9685	10140	10145
19348	L1FLnI_5p12l::chr5:43714455-43724474(+)	coding	0.7185390500149111	4382	5395	10019
19349	L1FLnI_5p12m::chr5:43788140-43798278(+)	coding	0.6120902697092712	8020	8685	10138
19350	L1FLnI_5p12n::chr5:43807681-43817821(-)	coding	0.6776281203457388	6503	8698	10140
19351	L1FLnI_5p12o::chr5:43935063-43943704(+)	noncoding	-0.32056884918670725	5179	5325	8641
19352	L1FLnI_5p12p::chr5:43949409-43959422(+)	coding	0.6678648793789439	6734	7285	10013
19353	L1FLnI_5p12q::chr5:43959454-43969876(-)	noncoding	-0.3257805721808613	6989	7501	10422
19354	L1FLnI_5p12r::chr5:43975353-43985664(-)	noncoding	-0.34973615532226066	6569	6748	10311
19355	L1FLnI_5p12s::chr5:44010307-44020378(+)	coding	0.6717661889382667	7575	8306	10071
19356	L1FLnI_5p12t::chr5:44010307-44020368(+)	coding	0.6717661889382667	7575	8306	10061
19357	L1FLnI_5p12u::chr5:44059391-44068851(-)	coding	0.6078922754437801	6279	6758	9460
19358	L1FLnI_5p12v::chr5:44103818-44112516(-)	noncoding	-0.3150782881077464	3911	4249	8698
19359	L1FLnI_5p12w::chr5:44201233-44210273(-)	noncoding	-0.34224427710756733	5722	5958	9040
19360	L1FLnI_5p12x::chr5:44575446-44585455(+)	coding	0.7221913094759884	4379	5395	10009
19361	L1FLnI_5p12y::chr5:44665004-44675029(+)	coding	0.6853065449197382	4382	4888	10025
19362	L1FLnI_5p12z::chr5:44752405-44761565(+)	coding	0.6776682537265997	6223	7884	9160
19363	L1FLnI_5p12aa::chr5:45237355-45247503(-)	noncoding	-0.3092081828768509	4561	4845	10148
19364	L1FLnI_5p12ba::chr5:45237360-45247503(-)	noncoding	-0.3092081828768509	4561	4845	10143
19365	L1FLnI_5p12ca::chr5:45308882-45319071(+)	coding	0.6435105869485684	4678	5169	10189
19366	L1FLnI_5p12da::chr5:45342883-45353034(+)	coding	0.6755195219640231	4480	4911	10151
19367	L1FLnI_5p12ea::chr5:45493101-45503115(-)	coding	0.6765033688484425	4650	5405	10014
19368	L1FLnI_5p12fa::chr5:45580038-45590172(-)	coding	0.6683588124955151	4456	4911	10134
19369	L1ORF2_5p12::chr5:45657440-45665484(+)	coding	0.7526906792272858	3736	6252	8044
19370	L1FLnI_5p12ga::chr5:45742576-45752694(-)	coding	0.6780560129903483	6336	7415	10118
19371	L1FLnI_5p12ha::chr5:45782646-45792792(+)	noncoding	-0.32395498885427	6684	7148	10146
19372	L1FLnI_5p12ia::chr5:45832362-45842345(-)	coding	0.7202955193323659	4381	5415	9983
19373	L1FLnI_5p12ja::chr5:45844001-45854513(+)	coding	0.6285115369044387	6848	7348	10512
19374	L1FLnI_5p12ka::chr5:45844001-45854500(+)	coding	0.6285115369044387	6848	7348	10499
19375	L1FLnI_5p12la::chr5:45921275-45930243(-)	coding	0.6407516042117232	5198	5785	8968
19376	L1FLnI_5p11a::chr5:46105776-46115858(-)	noncoding	-0.30676270549957685	4673	5122	10082
19377	L1FLnI_5p11b::chr5:46127402-46137497(+)	noncoding	-0.3708294824030235	7226	7552	10095
19378	L1FLnI_5p11c::chr5:46189926-46199942(+)	coding	0.7013468033628958	4320	4994	10016
19379	L1FLnI_5p11d::chr5:46309958-46318875(+)	coding	0.6363521147919733	3465	3893	8917
19380	L1FLnI_5p11e::chr5:46367874-46377890(+)	noncoding	-0.30374665402477863	5798	6187	10016
19381	L1FLnI_5q11.1a::chr5:50152653-50161579(+)	coding	0.6561385056629108	6204	7148	8926
19382	L1FLnI_5q11.1b::chr5:50168298-50178463(-)	noncoding	-0.3523963171018937	5945	6229	10165
19383	L1FLnI_5q11.1c::chr5:50256488-50266623(-)	coding	0.6742325330284464	5917	6306	10135
19384	L1FLnI_5q11.1d::chr5:50276729-50286751(+)	noncoding	-0.2941520962318718	5899	6198	10022
19385	L1FLnI_5q11.1e::chr5:50326571-50336736(+)	coding	0.6383753090820792	7037	8182	10165
19386	L1FLnI_5q11.1f::chr5:50383407-50393619(+)	coding	0.631063140536426	6792	7241	10212
19387	L1FLnI_5q11.1g::chr5:50452488-50462508(-)	noncoding	-0.3184838939250866	5870	6118	10020
19388	L1FLnI_5q11.1h::chr5:50483499-50493636(-)	noncoding	-0.3137246407429456	6004	6303	10137
19389	L1FLnI_5q11.1i::chr5:50491686-50501235(+)	noncoding	-0.33213919014861926	6173	6355	9549
19390	L1FLnI_5q11.1j::chr5:50537564-50547722(+)	coding	0.6565390430915348	6523	7248	10158
19391	L1FLnI_5q11.1k::chr5:50563689-50572847(+)	noncoding	-0.40545536660170334	6655	6819	9158
19392	L1FLnI_5q11.1l::chr5:50595611-50605773(-)	coding	0.6374093349317003	6720	7184	10162
19393	L1FLnI_5q11.1m::chr5:51059802-51070006(+)	coding	0.6169924136659224	6875	7378	10204
19394	L1FLnI_5q11.1n::chr5:51247248-51257270(+)	coding	0.7408109902855391	6228	8744	10022
19395	L1FLnI_5q11.1o::chr5:51300992-51311141(+)	coding	0.7194064598910719	6360	8384	10149
19396	L1FLnI_5q11.1p::chr5:51330284-51339496(-)	coding	0.6532035934568556	5939	7198	9212
19397	L1FLnI_5q11.1q::chr5:51345169-51355322(+)	coding	0.7179589282619416	6708	8876	10153
19398	L1FLnI_5q11.2a::chr5:51633273-51643271(+)	coding	0.6871530490582647	4483	5526	9998
19399	L1FLnI_5q11.2b::chr5:51784650-51794798(-)	coding	0.6438343542120286	6060	6338	10148
19400	L1FLnI_5q11.2c::chr5:51948245-51958347(+)	coding	0.6676747530320144	7974	8882	10102
19401	L1FLnI_5q11.2d::chr5:51948245-51958334(+)	coding	0.6676747530320144	7974	8882	10089
19402	L1FLnI_5q11.2e::chr5:52097426-52106441(-)	coding	0.650865034509706	6349	7146	9015
19403	L1FLnI_5q11.2f::chr5:52152846-52163367(+)	noncoding	-0.3161666232033855	5702	5992	10521
19404	L1FLnI_5q11.2g::chr5:52530361-52539883(+)	coding	0.6855344506807941	4149	4973	9522
19405	L1FLnI_5q11.2h::chr5:52676211-52686569(-)	noncoding	-0.32638169196546785	5608	5778	10358
19406	L1FLnI_5q11.2i::chr5:52715000-52724429(+)	coding	0.6913784395305775	5618	6415	9429
19407	L1FLnI_5q11.2j::chr5:52965295-52974167(-)	noncoding	-0.3269211579908139	618	1106	8872
19408	L1FLnI_5q11.2k::chr5:52970166-52980301(-)	noncoding	-0.3269211579908139	6752	7240	10135
19409	L1FLnI_5q11.2l::chr5:53011996-53021203(-)	noncoding	-0.29040952404701104	5577	6122	9207
19410	L1FLnI_5q11.2m::chr5:53137568-53147712(+)	noncoding	-0.3208886640802706	6011	6229	10144
19411	L1FLnI_5q11.2n::chr5:53137568-53147733(+)	noncoding	-0.3208886640802706	6032	6250	10165
19412	L1FLnI_5q11.2o::chr5:53223709-53233781(-)	coding	0.6229033120038752	6634	7083	10072
19413	L1FLnI_5q11.2p::chr5:53264535-53274652(+)	coding	0.6794849288733902	7615	8904	10117
19414	L1FLnI_5q11.2q::chr5:53304682-53313261(-)	coding	0.5690202333494112	5366	5923	8579
19415	L1FLnI_5q11.2r::chr5:53491579-53500289(+)	coding	0.6765354269108481	4643	5785	8710
19416	L1FLnI_5q11.2s::chr5:53625391-53635664(-)	noncoding	-0.29736151519772525	4852	5265	10273
19417	L1FLnI_5q11.2t::chr5:53659507-53669471(-)	noncoding	-0.29868045968422285	4761	5120	9964
19418	L1FLnI_5q11.2u::chr5:53699687-53709813(-)	noncoding	-0.3307124298140526	6687	7055	10126
19419	L1FLnI_5q11.2v::chr5:53706261-53716653(-)	noncoding	-0.348918490491685	6233	6526	10392
19420	L1FLnI_5q11.2w::chr5:53712205-53722650(+)	noncoding	-0.3237523505826627	7036	7338	10445
19421	L1FLnI_5q11.2x::chr5:53712205-53722665(+)	noncoding	-0.3237523505826627	7036	7338	10460
19422	L1FLnI_5q11.2y::chr5:53735608-53745156(+)	noncoding	-0.3489433551291975	6555	6962	9548
19423	L1FLnI_5q11.2z::chr5:53735608-53745165(+)	noncoding	-0.3489433551291975	6555	6962	9557
19424	L1FLnI_5q11.2aa::chr5:53799307-53809421(+)	coding	0.6885860009471301	6336	7289	10114
19425	L1FLnI_5q11.2ba::chr5:54330396-54339326(+)	noncoding	-0.3099806594004574	4595	5008	8930
19426	L1FLnI_5q11.2ca::chr5:54809446-54819610(+)	coding	0.6537968040541777	6371	6922	10164
19427	L1FLnI_5q11.2da::chr5:54915893-54924618(+)	noncoding	-0.35628276229642475	5228	5443	8725
19428	L1FLnI_5q11.2ea::chr5:55003156-55012457(+)	noncoding	-0.3312549100215293	4530	4856	9301
19429	L1FLnI_5q11.2fa::chr5:55074862-55085002(-)	coding	0.645111092668617	4763	5092	10140
19430	L1FLnI_5q11.2ga::chr5:55093063-55101796(+)	coding	0.6617018451001162	6755	7276	8733
19431	L1FLnI_5q11.2ha::chr5:55802832-55812963(-)	coding	0.7503654082840232	6780	8876	10131
19432	L1FLnI_5q11.2ia::chr5:56217868-56228000(+)	coding	0.6567110755178074	6741	7535	10132
19433	L1FLnI_5q11.2ja::chr5:56386072-56395025(+)	noncoding	-0.31710085543644906	4964	5200	8953
19434	L1FLnI_5q11.2ka::chr5:56775816-56785935(-)	coding	0.7090619431901757	6058	8238	10119
19435	L1FLnI_5q11.2la::chr5:57350998-57361026(-)	coding	0.6744906391833061	4446	5399	10028
19436	L1ORF2_5q11.2::chr5:57470575-57478624(-)	coding	0.743287754950102	3742	6081	8049
19437	L1FLnI_5q11.2ma::chr5:57919356-57929482(+)	coding	0.651093412603176	6733	7332	10126
19438	L1FLnI_5q11.2na::chr5:57966087-57976249(-)	coding	0.6886125000496757	4761	5117	10162
19439	L1FLnI_5q11.2oa::chr5:58099621-58109194(-)	noncoding	-0.3234536484410572	5615	5875	9573
19440	L1FLnI_5q11.2pa::chr5:58212417-58222536(+)	coding	0.6687827670891253	6383	7285	10119
19441	L1FLnI_5q11.2qa::chr5:58284563-58294668(+)	coding	0.7192454471721845	6222	7268	10105
19442	L1FLnI_5q11.2ra::chr5:58284563-58294684(+)	coding	0.7192454471721845	6222	7268	10121
19443	L1FLnI_5q11.2sa::chr5:58371083-58379982(-)	coding	0.6457545954103119	6361	7014	8899
19444	L1FLI_5q11.2::chr5:58383174-58391220(+)	coding	0.7521577958801691	3737	6253	8046
19445	L1FLnI_5q11.2ta::chr5:58511298-58521892(+)	noncoding	-0.36805513021186953	4104	4433	10594
19446	L1FLnI_5q11.2ua::chr5:58535656-58545790(-)	coding	0.6832988687923378	4514	5134	10134
19447	L1FLnI_5q11.2va::chr5:58551771-58561783(-)	coding	0.731916484033446	4376	5389	10012
19448	L1FLnI_5q11.2wa::chr5:58569295-58579442(+)	coding	0.6506128356367786	6360	6947	10147
19449	L1FLnI_5q11.2xa::chr5:58599192-58608834(-)	coding	0.6459726428454395	5049	5819	9642
19450	L1FLnI_5q11.2ya::chr5:58693441-58703599(-)	noncoding	-0.30508039386972874	5909	6544	10158
19451	L1FLnI_5q11.2za::chr5:58952591-58963047(-)	noncoding	-0.3086535250322351	5805	6248	10456
19452	L1FLnI_5q11.2ab::chr5:59007277-59016791(+)	coding	0.5974481723750984	7524	8243	9514
19453	L1FLnI_5q11.2bb::chr5:59391222-59401244(+)	coding	0.6455114457459201	5938	6162	10022
19454	L1FLnI_5q12.1a::chr5:59627957-59638325(+)	noncoding	-0.31493096678719046	7084	7527	10368
19455	L1FLnI_5q12.1b::chr5:59627957-59636944(+)	noncoding	-0.31493096678719046	7084	7527	8987
19456	L1FLnI_5q12.1c::chr5:59683725-59692230(+)	coding	0.6526447256872931	5088	6236	8505
19457	L1FLnI_5q12.1d::chr5:60043869-60053891(-)	coding	0.7110061011430437	5963	8515	10022
19458	L1FLnI_5q12.1e::chr5:60071097-60079664(-)	noncoding	-0.3196059364790752	6476	6688	8567
19459	L1FLnI_5q12.1f::chr5:60100372-60110524(+)	coding	0.6803656130817852	6762	7994	10152
19460	L1FLnI_5q12.1g::chr5:60313988-60324127(-)	noncoding	-0.30744949254501097	6054	6305	10139
19461	L1FLnI_5q12.1h::chr5:60417077-60427195(+)	noncoding	-0.31153082496917783	4750	5109	10118
19462	L1FLnI_5q12.1i::chr5:60552107-60562146(+)	coding	0.6396874302031701	7804	8256	10039
19463	L1FLnI_5q12.1j::chr5:60570289-60579607(-)	coding	0.656851451606457	4566	4841	9318
19464	L1FLnI_5q12.1k::chr5:60611661-60621793(+)	coding	0.7176211075558494	6561	8372	10132
19465	L1FLnI_5q12.1l::chr5:60725352-60734824(+)	noncoding	-0.33806041355317473	5357	5512	9472
19466	L1FLnI_5q12.1m::chr5:60856891-60866937(+)	coding	0.6624160967375821	6606	7181	10046
19467	L1FLnI_5q12.1n::chr5:60875390-60885502(-)	noncoding	-0.3207017410730274	6823	7137	10112
19468	L1FLnI_5q12.1o::chr5:61194399-61204761(-)	noncoding	-0.3303328887496988	6285	6548	10362
19469	L1FLnI_5q12.1p::chr5:61235376-61245501(+)	noncoding	-0.3185334742261461	6816	7181	10125
19470	L1FLnI_5q12.1q::chr5:62031177-62041616(-)	noncoding	-0.32285335341346444	4997	5308	10439
19471	L1FLnI_5q12.1r::chr5:62224849-62234333(-)	coding	0.674747157899426	5771	6430	9484
19472	L1FLnI_5q12.1s::chr5:62652120-62661102(+)	coding	0.6323554852558937	8587	8967	8982
19473	L1FLnI_5q12.1t::chr5:62672301-62682450(-)	noncoding	-0.3227062136621329	7928	8260	10149
19474	L1FLnI_5q12.1u::chr5:62748940-62759020(+)	noncoding	-0.34065391639397047	7876	8328	10080
19475	L1FLnI_5q12.1v::chr5:62798476-62808497(-)	coding	0.6957054864235073	4385	5401	10021
19476	L1FLnI_5q12.1w::chr5:62813794-62823872(+)	coding	0.7042007738640663	4326	5408	10078
19477	L1FLnI_5q12.1x::chr5:62845638-62855094(-)	coding	0.5794122434452333	5404	6027	9456
19478	L1FLnI_5q12.1y::chr5:62854764-62865239(-)	noncoding	-0.29609835489399106	7688	8059	10475
19479	L1FLnI_5q12.1z::chr5:62859650-62869800(+)	coding	0.7366916929628335	6790	8697	10150
19480	L1FLnI_5q12.1aa::chr5:62890357-62900795(-)	noncoding	-0.34549609105085866	514	696	10438
19481	L1FLnI_5q12.1ba::chr5:62890357-62900384(-)	noncoding	-0.34549609105085866	514	696	10027
19482	L1FLnI_5q12.1ca::chr5:62981597-62990151(+)	noncoding	-0.372625001247226	5777	5911	8554
19483	L1FLnI_5q12.1da::chr5:63086683-63095255(+)	noncoding	-0.3337649885010483	4643	4867	8572
19484	L1FLnI_5q12.1ea::chr5:63372200-63382467(+)	noncoding	-0.32484749480651554	6218	6496	10267
19485	L1FLnI_5q12.1fa::chr5:63399469-63408465(+)	noncoding	-0.4228453018772915	4522	4578	8996
19486	L1FLnI_5q12.1ga::chr5:63503479-63513941(+)	noncoding	-0.30648913470500394	6379	6789	10462
19487	L1FLnI_5q12.1ha::chr5:63578298-63588433(+)	coding	0.6469650841815466	6024	7298	10135
19488	L1FLnI_5q12.2a::chr5:63664310-63673950(+)	noncoding	-0.35401356285590624	2995	3180	9640
19489	L1FLnI_5q12.2b::chr5:63676486-63685400(-)	coding	0.6934169554604799	3499	4302	8914
19490	L1FLnI_5q12.3a::chr5:63974420-63984537(-)	noncoding	-0.3209401677037965	5990	6301	10117
19491	L1FLnI_5q12.3b::chr5:64037838-64046742(+)	noncoding	-0.3452120974636925	4743	4892	8904
19492	L1FLnI_5q12.3c::chr5:64037947-64046742(+)	noncoding	-0.3452120974636925	4743	4892	8795
19493	L1FLnI_5q12.3d::chr5:64083688-64093827(+)	coding	0.643180899297999	7642	8376	10139
19494	L1FLnI_5q12.3e::chr5:64128593-64138624(-)	coding	0.7208446006363605	6277	8262	10031
19495	L1FLnI_5q12.3f::chr5:64239299-64249765(+)	noncoding	-0.32559064476005495	7487	7969	10466
19496	L1FLnI_5q12.3g::chr5:64424077-64432652(+)	noncoding	-0.39938914614224597	244	303	8575
19497	L1FLnI_5q12.3h::chr5:64464422-64474415(-)	coding	0.6984799534219681	4552	5127	9993
19498	L1FLnI_5q12.3i::chr5:64473594-64483753(+)	coding	0.6984799534219681	4559	5134	10159
19499	L1FLnI_5q12.3j::chr5:64708536-64718565(-)	coding	0.7403604758002804	4385	8818	10029
19500	L1FLnI_5q12.3k::chr5:64905191-64914590(-)	noncoding	-0.31140868659247845	5328	5579	9399
19501	L1FLnI_5q12.3l::chr5:64933592-64944076(-)	coding	0.6453149602403445	4744	5844	10484
19502	L1FLnI_5q12.3m::chr5:64933602-64944076(-)	coding	0.6453149602403445	4744	5844	10474
19503	L1FLnI_5q12.3n::chr5:64998740-65007334(-)	noncoding	-0.3604227800932891	6616	6669	8594
19504	L1FLnI_5q12.3o::chr5:65160519-65170548(+)	coding	0.7406720121031083	6235	8244	10029
19505	L1FLnI_5q12.3p::chr5:65366764-65376773(+)	coding	0.710075120317972	4424	5005	10009
19506	L1FLnI_5q12.3q::chr5:65846391-65856568(-)	coding	0.6651548244212195	4442	4888	10177
19507	L1FLnI_5q12.3r::chr5:66057055-66067186(-)	noncoding	-0.3173418504458262	6072	6296	10131
19508	L1FLnI_5q12.3s::chr5:66102455-66112579(+)	noncoding	-0.31478729112074855	5994	6263	10124
19509	L1FLnI_5q12.3t::chr5:66216289-66226841(-)	noncoding	-0.31225147563373545	6229	6507	10552
19510	L1FLnI_5q12.3u::chr5:66256318-66266507(-)	coding	0.7085912330328206	4456	5127	10189
19511	L1FLnI_5q12.3v::chr5:66382250-66392265(-)	coding	0.6654824786226374	6663	7133	10015
19512	L1FLnI_5q12.3w::chr5:66399047-66409311(-)	noncoding	-0.3063231806633895	9683	9868	10264
19513	L1FLnI_5q12.3x::chr5:66443780-66453870(-)	coding	0.6710368254150048	6707	7759	10090
19514	L1FLnI_5q13.1a::chr5:67597838-67607971(-)	noncoding	-0.31711123243436656	6804	7307	10133
19515	L1FLnI_5q13.1b::chr5:67626463-67635328(-)	noncoding	-0.3402010033480165	6653	7105	8865
19516	L1FLnI_5q13.1c::chr5:67660376-67670463(-)	noncoding	-0.3068265470782543	8755	9273	10087
19517	L1FLnI_5q13.1d::chr5:67700178-67709355(+)	coding	0.6297365257905139	3577	3768	9177
19518	L1FLnI_5q13.1e::chr5:67736399-67746431(-)	coding	0.7253183299233268	4386	5417	10032
19519	L1FLnI_5q13.1f::chr5:67748903-67757557(+)	noncoding	-0.3520744692713631	5508	5693	8654
19520	L1FLnI_5q13.1g::chr5:67754067-67764194(+)	noncoding	-0.3091473753504923	6687	7220	10127
19521	L1FLnI_5q13.1h::chr5:67776509-67786663(+)	coding	0.6774165177020277	4675	5532	10154
19522	L1FLnI_5q13.1i::chr5:67814446-67824459(+)	coding	0.7195300901211816	5891	6796	10013
19523	L1FLnI_5q13.1j::chr5:67886106-67896128(+)	coding	0.7082436304973865	6228	7865	10022
19524	L1FLnI_5q13.1k::chr5:68057774-68066343(+)	coding	0.6626073498733276	6102	7367	8569
19525	L1FLnI_5q13.1l::chr5:68057774-68066333(+)	coding	0.6626073498733276	6102	7367	8559
19526	L1FLnI_5q13.1m::chr5:68561889-68571351(+)	noncoding	-0.3420422485587785	4432	4731	9462
19527	L1FLnI_5q13.1n::chr5:68688142-68698161(+)	noncoding	-0.3051017269525541	4624	5073	10019
19528	L1FLnI_5q13.1o::chr5:68861456-68871942(+)	noncoding	-0.33408263523676607	5708	6037	10486
19529	L1FLnI_5q13.2a::chr5:71604082-71614093(-)	coding	0.7234295101054484	6631	8130	10011
19530	L1FLnI_5q13.2b::chr5:71680062-71690548(+)	coding	0.6422177326505463	6202	6561	10486
19531	L1FLnI_5q13.2c::chr5:72573819-72583958(+)	coding	0.7137905555570752	6347	8053	10139
19532	L1FLnI_5q13.2d::chr5:72724140-72734244(+)	coding	0.6879198905594468	1559	2011	10104
19533	L1FLnI_5q13.2e::chr5:72724140-72734234(+)	coding	0.6879198905594468	1559	2011	10094
19534	L1FLnI_5q13.2f::chr5:72773009-72782610(+)	noncoding	-0.3580532425845635	8484	8663	9601
19535	L1FLnI_5q13.2g::chr5:72802693-72812993(-)	coding	0.7238790035696405	6925	7716	10300
19536	L1FLnI_5q13.2h::chr5:73203267-73213715(+)	noncoding	-0.310068983539598	9988	10083	10448
19537	L1FLnI_5q13.2i::chr5:73203267-73213699(+)	noncoding	-0.310068983539598	9988	10083	10432
19538	L1FLnI_5q13.2j::chr5:73873912-73884069(-)	coding	0.723779414385064	6357	8873	10157
19539	L1FLnI_5q13.3a::chr5:74344626-74354735(-)	coding	0.7133923097200878	4387	5496	10109
19540	L1FLnI_5q13.3b::chr5:74702807-74712943(+)	coding	0.6697695662681893	6002	6301	10136
19541	L1FLnI_5q13.3c::chr5:75097788-75106559(-)	coding	0.6489221007232235	6346	7218	8771
19542	L1FLnI_5q13.3d::chr5:75127836-75137672(+)	noncoding	-0.31304270251972144	6514	6882	9836
19543	L1FLnI_5q13.3e::chr5:75172250-75182591(+)	coding	0.7188703675394907	4454	5518	10341
19544	L1FLnI_5q13.3f::chr5:75249491-75259639(-)	coding	0.6765785116970058	6711	7316	10148
19545	L1FLnI_5q13.3g::chr5:75638737-75648765(+)	coding	0.7411409520404475	6233	8749	10028
19546	L1FLnI_5q13.3h::chr5:75692200-75702231(+)	coding	0.701284665274096	6239	7192	10031
19547	L1FLnI_5q13.3i::chr5:75692200-75702255(+)	coding	0.701284665274096	6239	7192	10055
19548	L1FLnI_5q13.3j::chr5:75769023-75778844(-)	coding	0.6979492238188918	4211	4774	9821
19549	L1FLnI_5q13.3k::chr5:75769051-75778844(-)	coding	0.6979492238188918	4211	4774	9793
19550	L1FLnI_5q13.3l::chr5:75792131-75802270(-)	noncoding	-0.31738950577346103	6013	6225	10139
19551	L1FLnI_5q13.3m::chr5:75808649-75818900(-)	coding	0.622628564897685	5476	6009	10251
19552	L1FLnI_5q13.3n::chr5:75808663-75818900(-)	coding	0.622628564897685	5462	5995	10237
19553	L1FLnI_5q13.3o::chr5:75895567-75905734(-)	coding	0.6431897190576839	6378	7094	10167
19554	L1FLnI_5q13.3p::chr5:75963710-75973835(+)	coding	0.6798618358690578	6683	7423	10125
19555	L1FLnI_5q13.3q::chr5:76031751-76041704(-)	coding	0.6752273112388951	6830	8680	9953
19556	L1FLnI_5q13.3r::chr5:76258941-76269432(-)	coding	0.6420581320020737	5692	6375	10491
19557	L1FLnI_5q13.3s::chr5:77466172-77474947(+)	coding	0.6143346854420348	4688	5467	8775
19558	L1FLnI_5q13.3t::chr5:77471304-77481337(+)	coding	0.6878474582115945	5966	7744	10033
19559	L1FLnI_5q13.3u::chr5:77497406-77507549(+)	coding	0.681103352326583	5691	6197	10143
19560	L1FLnI_5q14.1a::chr5:77605177-77615308(+)	noncoding	-0.295291854001672	6009	6308	10131
19561	L1FLnI_5q14.1b::chr5:77654907-77663907(-)	noncoding	-0.36748202484685266	4798	4965	9000
19562	L1FLnI_5q14.1c::chr5:78114717-78124855(+)	coding	0.6575895202540061	7726	8865	10138
19563	L1FLnI_5q14.1d::chr5:78250478-78259455(+)	noncoding	-0.31236071194113635	7097	7315	8977
19564	L1FLnI_5q14.1e::chr5:78381931-78391524(-)	noncoding	-0.318827901082381	9210	9578	9593
19565	L1FLnI_5q14.1f::chr5:78382321-78391524(-)	noncoding	-0.318827901082381	8820	9188	9203
19566	L1FLnI_5q14.1g::chr5:78434735-78444839(-)	noncoding	-0.3144565713679843	6034	6285	10104
19567	L1FLnI_5q14.1h::chr5:78451687-78461710(-)	coding	0.726188137937769	4385	5416	10023
19568	L1FLnI_5q14.1i::chr5:78578843-78588495(-)	noncoding	-0.30321835693598365	5833	6132	9652
19569	L1FLnI_5q14.1j::chr5:78678465-78688578(+)	coding	0.6618522553083064	4573	5115	10113
19570	L1FLnI_5q14.1k::chr5:78706260-78716393(+)	coding	0.6760620804222739	6351	7415	10133
19571	L1FLnI_5q14.1l::chr5:78847569-78857704(-)	coding	0.7125893710491387	6354	8156	10135
19572	L1FLnI_5q14.1m::chr5:78847587-78857704(-)	coding	0.7125893710491387	6354	8156	10117
19573	L1FLnI_5q14.1n::chr5:78863307-78873328(+)	coding	0.753685519230664	4377	8567	10021
19574	L1FLnI_5q14.1o::chr5:78938784-78948925(-)	coding	0.7214198368053562	6352	8139	10141
19575	L1FLnI_5q14.1p::chr5:79095401-79105410(-)	coding	0.7126188805140912	4279	5409	10009
19576	L1FLnI_5q14.1q::chr5:79335258-79344614(-)	noncoding	-0.34123579636545376	7848	8129	9356
19577	L1FLI_5q14.1::chr5:79777897-79785946(-)	coding	0.7541130772917393	3739	6315	8049
19578	L1FLnI_5q14.1r::chr5:79898796-79908948(+)	coding	0.7293275921026316	6088	8388	10152
19579	L1FLnI_5q14.1s::chr5:79907496-79917608(+)	noncoding	-0.30526798929461774	4532	4876	10112
19580	L1FLnI_5q14.1t::chr5:80390646-80400765(-)	coding	0.6801209439393661	6349	7068	10119
19581	L1FLnI_5q14.1u::chr5:80424593-80434094(+)	coding	0.6555056068574228	3885	4541	9501
19582	L1FLnI_5q14.1v::chr5:80840411-80850549(-)	coding	0.6960595260613347	6084	7421	10138
19583	L1FLnI_5q14.1w::chr5:81025185-81034648(+)	coding	0.702381611547352	6899	8848	9463
19584	L1FLnI_5q14.1x::chr5:81273766-81283297(+)	coding	0.715456568516027	6083	7678	9531
19585	L1FLnI_5q14.1y::chr5:81369568-81379995(+)	noncoding	-0.32569195696627773	5632	6231	10427
19586	L1FLnI_5q14.1z::chr5:81588351-81598522(+)	coding	0.6733203564144024	7626	8696	10171
19587	L1FLnI_5q14.1aa::chr5:81612592-81622618(+)	coding	0.725272372283529	4331	5413	10026
19588	L1FLnI_5q14.1ba::chr5:81683430-81693423(+)	noncoding	-0.30312853141683227	4724	5062	9993
